Date,Observed,Climatology
14-Jun,,7.9
15-Jun,,8.0
16-Jun,,8.0
17-Jun,,8.0
18-Jun,,8.0
19-Jun,,8.1
20-Jun,,8.1
21-Jun,,8.1
22-Jun,,8.1
23-Jun,,8.1
24-Jun,,8.1
25-Jun,,8.1
26-Jun,,8.1
27-Jun,,8.1
28-Jun,,8.1
29-Jun,,8.1
30-Jun,,8.2
1-Jul,,8.2
2-Jul,,8.2
3-Jul,,8.2
4-Jul,,8.2
5-Jul,,8.2
6-Jul,,8.2
7-Jul,,8.2
8-Jul,,8.2
9-Jul,,8.2
10-Jul,,8.2
11-Jul,,8.2
12-Jul,,8.2
13-Jul,,8.2
14-Jul,,8.2
15-Jul,,8.2
16-Jul,,8.2
17-Jul,,8.2
18-Jul,,8.2
19-Jul,,8.2
20-Jul,,8.2
21-Jul,,8.2
22-Jul,,8.2
23-Jul,,8.2
24-Jul,,8.2
25-Jul,,8.2
26-Jul,,8.2
27-Jul,,8.2
28-Jul,,8.2
29-Jul,,8.2
30-Jul,,8.2
31-Jul,,8.2
1-Aug,,8.2
2-Aug,,8.2
3-Aug,,8.2
4-Aug,,8.2
5-Aug,,8.2
6-Aug,,8.2
7-Aug,,8.2
8-Aug,,8.2
9-Aug,,8.2
10-Aug,,8.2
11-Aug,,8.2
12-Aug,,8.2
13-Aug,,8.2
14-Aug,,8.2
15-Aug,,8.2
16-Aug,,8.2
17-Aug,,8.2
18-Aug,,8.2
19-Aug,,8.2
20-Aug,,8.2
21-Aug,,8.2
22-Aug,,8.2
23-Aug,,8.2
24-Aug,,8.2
25-Aug,,8.2
26-Aug,,8.2
27-Aug,,8.2
28-Aug,,8.2
29-Aug,,8.2
30-Aug,,8.2
31-Aug,,8.2
1-Sep,,8.2
2-Sep,,8.2
3-Sep,,8.2
4-Sep,,8.2
5-Sep,,8.2
6-Sep,,8.2
7-Sep,,8.2
8-Sep,,8.2
9-Sep,,8.2
10-Sep,,8.2
11-Sep,,8.2
12-Sep,,8.2
13-Sep,,8.2
14-Sep,,8.2
15-Sep,,8.2
16-Sep,,8.2
17-Sep,,8.2
18-Sep,,8.3
19-Sep,,8.3
20-Sep,,8.3
21-Sep,,8.3
22-Sep,,8.3
23-Sep,,8.3
24-Sep,,8.3
25-Sep,,8.3
26-Sep,,8.4
27-Sep,,8.4
28-Sep,,8.4
29-Sep,,8.5
30-Sep,,8.5
1-Oct,,8.5
2-Oct,,8.5
3-Oct,,8.6
4-Oct,,8.6
5-Oct,,8.6
6-Oct,,8.6
7-Oct,,8.6
8-Oct,,8.6
9-Oct,,8.7
10-Oct,,8.7
11-Oct,,8.7
12-Oct,,8.7
13-Oct,,8.7
14-Oct,,8.8
15-Oct,,8.8
16-Oct,,8.9
17-Oct,,9.1
18-Oct,,9.3
19-Oct,,9.4
20-Oct,,9.4
21-Oct,,9.4
22-Oct,,9.4
23-Oct,,9.6
24-Oct,,9.7
25-Oct,,9.7
26-Oct,,9.7
27-Oct,,9.8
28-Oct,,10.0
29-Oct,,10.3
30-Oct,,10.6
31-Oct,,10.7
1-Nov,,10.8
2-Nov,,10.9
3-Nov,,10.9
4-Nov,,10.9
5-Nov,,11.1
6-Nov,,11.4
7-Nov,,11.9
8-Nov,,12.2
9-Nov,,12.6
10-Nov,,12.8
11-Nov,,12.9
12-Nov,,13.0
13-Nov,,13.3
14-Nov,,13.7
15-Nov,,14.3
16-Nov,,14.7
17-Nov,,14.8
18-Nov,,14.9
19-Nov,,15.1
20-Nov,,15.3
21-Nov,,15.6
22-Nov,,15.7
23-Nov,,15.8
24-Nov,,15.8
25-Nov,,16.0
26-Nov,,16.1
27-Nov,,16.3
28-Nov,,16.4
29-Nov,,16.6
30-Nov,,16.9
1-Dec,,17.1
2-Dec,,17.3
3-Dec,,17.4
4-Dec,,17.5
5-Dec,,17.7
6-Dec,,17.8
7-Dec,,17.9
8-Dec,,18.0
9-Dec,,18.1
10-Dec,,18.2
11-Dec,,18.3
12-Dec,,18.3
13-Dec,,18.4
14-Dec,,18.5
15-Dec,,18.6
16-Dec,,18.7
17-Dec,,18.7
18-Dec,,18.8
19-Dec,,18.8
20-Dec,,18.8
21-Dec,,18.9
22-Dec,,18.9
23-Dec,,18.9
24-Dec,,18.9
25-Dec,,19.0
26-Dec,,19.0
27-Dec,,19.1
28-Dec,,19.1
29-Dec,,19.1
30-Dec,,19.1
31-Dec,,19.1
