Date,Observed,Climatology
17-Jun,,5.9
18-Jun,,6.2
19-Jun,,6.6
20-Jun,,7.0
21-Jun,,7.5
22-Jun,,8.2
23-Jun,,8.8
24-Jun,,9.5
25-Jun,,10.2
26-Jun,,11.0
27-Jun,,11.6
28-Jun,,12.2
29-Jun,,12.8
30-Jun,,13.5
1-Jul,,14.2
2-Jul,,14.9
3-Jul,,15.4
4-Jul,,15.7
5-Jul,,16.0
6-Jul,,16.3
7-Jul,,16.8
8-Jul,,17.2
9-Jul,,17.7
10-Jul,,18.1
11-Jul,,18.7
12-Jul,,19.5
13-Jul,,20.5
14-Jul,,21.7
15-Jul,,22.9
16-Jul,,23.9
17-Jul,,24.7
18-Jul,,25.7
19-Jul,,26.9
20-Jul,,28.4
21-Jul,,29.7
22-Jul,,31.0
23-Jul,,32.2
24-Jul,,33.4
25-Jul,,35.0
26-Jul,,36.6
27-Jul,,37.8
28-Jul,,38.6
29-Jul,,39.4
30-Jul,,40.3
31-Jul,,41.1
1-Aug,,42.0
2-Aug,,43.1
3-Aug,,44.2
4-Aug,,45.3
5-Aug,,46.4
6-Aug,,47.4
7-Aug,,48.4
8-Aug,,49.4
9-Aug,,50.5
10-Aug,,51.6
11-Aug,,52.7
12-Aug,,53.9
13-Aug,,55.1
14-Aug,,56.2
15-Aug,,57.1
16-Aug,,58.0
17-Aug,,58.8
18-Aug,,59.7
19-Aug,,60.5
20-Aug,,61.4
21-Aug,,62.3
22-Aug,,63.4
23-Aug,,64.9
24-Aug,,66.4
25-Aug,,68.0
26-Aug,,69.5
27-Aug,,70.8
28-Aug,,72.0
29-Aug,,72.8
30-Aug,,73.7
31-Aug,,74.7
1-Sep,,75.8
2-Sep,,77.4
3-Sep,,78.7
4-Sep,,79.8
5-Sep,,80.7
6-Sep,,81.6
7-Sep,,82.5
8-Sep,,83.5
9-Sep,,84.5
10-Sep,,85.6
11-Sep,,86.7
12-Sep,,88.3
13-Sep,,89.9
14-Sep,,91.5
15-Sep,,92.8
16-Sep,,93.9
17-Sep,,95.0
18-Sep,,96.1
19-Sep,,97.2
20-Sep,,98.4
21-Sep,,99.7
22-Sep,,101.2
23-Sep,,102.8
24-Sep,,104.3
25-Sep,,105.7
26-Sep,,107.0
27-Sep,,108.0
28-Sep,,109.0
29-Sep,,109.9
30-Sep,,110.8
1-Oct,,111.8
2-Oct,,112.8
3-Oct,,113.8
4-Oct,,114.6
5-Oct,,115.2
6-Oct,,115.8
7-Oct,,116.2
8-Oct,,116.8
9-Oct,,117.5
10-Oct,,118.3
11-Oct,,119.0
12-Oct,,119.7
13-Oct,,120.2
14-Oct,,120.5
15-Oct,,121.0
16-Oct,,121.3
17-Oct,,121.7
18-Oct,,122.4
19-Oct,,123.4
20-Oct,,124.4
21-Oct,,125.1
22-Oct,,125.7
23-Oct,,126.3
24-Oct,,126.8
25-Oct,,127.3
26-Oct,,128.0
27-Oct,,128.5
28-Oct,,128.9
29-Oct,,129.3
30-Oct,,129.7
31-Oct,,129.9
1-Nov,,130.1
2-Nov,,130.2
3-Nov,,130.4
4-Nov,,130.5
5-Nov,,130.5
6-Nov,,130.5
7-Nov,,130.6
8-Nov,,130.6
9-Nov,,130.7
10-Nov,,130.8
11-Nov,,131.0
12-Nov,,131.0
13-Nov,,131.0
14-Nov,,131.0
15-Nov,,131.0
16-Nov,,131.1
17-Nov,,131.2
18-Nov,,131.2
19-Nov,,131.3
20-Nov,,131.3
21-Nov,,131.3
22-Nov,,131.3
23-Nov,,131.4
24-Nov,,131.5
25-Nov,,131.5
26-Nov,,131.5
27-Nov,,131.5
28-Nov,,131.5
29-Nov,,131.5
30-Nov,,131.5
1-Dec,,131.5
2-Dec,,131.5
3-Dec,,131.6
4-Dec,,131.6
5-Dec,,131.6
6-Dec,,131.7
7-Dec,,131.8
8-Dec,,131.8
9-Dec,,131.8
10-Dec,,131.8
11-Dec,,131.8
12-Dec,,131.8
13-Dec,,131.8
14-Dec,,131.8
15-Dec,,131.8
16-Dec,,131.8
17-Dec,,131.8
18-Dec,,131.8
19-Dec,,131.8
20-Dec,,131.8
21-Dec,,131.8
22-Dec,,131.8
23-Dec,,131.8
24-Dec,,131.8
25-Dec,,131.8
26-Dec,,131.8
27-Dec,,131.8
28-Dec,,131.8
29-Dec,,131.8
30-Dec,,131.8
31-Dec,,131.8
